ESPECIFICACOES TECNICAS,,,,,,,,,,,,,,METROLOGIA,,,,,,,,,,,"prontidao
Status",,PATRIMONIO / INVENTARIO,,,,,,,PROCESSO LICITATORIO,,,,,,,OBTENCAO / FINANCEIRO,,,,,,,,"Gerenciamento e transporte do equipamento
OFICINA > ET > TRANSPORTADORA > LABORATORIO",,,,,,,,,,,,,,,,,
"equipamento_classe
ELE – eletrico
MEC – mecanico",equipamento_tipo,equipamento_fabricante,equipamento_modelo,equipamento_serial,equipamento_codigo_interno,equipamento_altura,equipamento_largura,equipamento_equipamento_comprimento,equipamento_tensao,equipamento_potencia,equipamento_necessidade,equipamento_,,faixa de medicao,unidade da medicao,TOLERANCIA,"ERRO MAX TOLERAVEL
ESPEC. PELO USUARIO/PROCEDIMENTO",ERRO MENSURADO CERT. CAL. VIGENTE,VARIANCIA,ANALISE Ia,obsvacao,,,,"prontidao
Status",prioridade,CICLO CALIBRAÇÃO (MESES),"
 DIVISÃO",INCUMBENCIA,CADBEM,INCUMBENCIA_RESPONSAVEL,"PS - Pedido de servico 
",,RESP_PROCESSO,PROCESSO_NUP,CONTRATO / ATA N,VALOR_MAX_TR,DATA_HOMOLOGACAO,DATA_ASS_ATA,VALOR_SERVICO_ATA,SOLEMP,SOLEMP_DATA,NOTA DE EMPENHO,DATA_EMPENHO_RECEBIDO_EXEC,NF,DATA_NF,DATA_CERTIFICACAO_NF,"executor
Laboratorio",,Data de ENTRADA na Oficina  Eletronica,saida para Cali.  Da Oficina  Eletronica,LOTE / REMESSA,RETORNO CAL,ENTREGUE  A OFICINA,,ULTIMA CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,localizacao,COMENTÁRIOS,,"CUSTO ESTIMADO
BASE HIST + AI",ORÇAMENTO,PAGAMENTO,LOCAL CALIBRAÇÃO
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",,,,,,,,,,,3,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31039/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",,,,,,,,,,,3,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31041/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",,,,,,,,,,,3,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31041/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",,,,,,,,,,,3,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31041/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",,,,,,,,,,,3,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31030/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",,,,,,,,,,,3,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/109/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31038/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",,,,,,,,,,,"0,0025",POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31111/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",,,,,,,,,,,"0,0025",POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/09/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31115/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""",,,,,,,,,,,"0,05",POL,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31106/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""",,,,,,,,,,,"0,05",POL,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31102/24,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""",,,,,,,,,,,"0,05",POL,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,45566,#VALOR!,DESCALIBRADO,MQT31108/24 ,CMASM,MQT LOTE 01,,"84,33",,,EMPRESA MQT
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""",,,,,,,,,,,"0,05",POL,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,18/10/24,,16/10/24,,,44872,#VALOR!,DESCALIBRADO,CERTIFICADO?,CMASM,,,"84,33",,,EMPRESA MQT
MEC,NÍVEL LINEAR DE PRECISÃO,,"LEVEL, PRECISION",,,,,,,,,,,,,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45586,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45586,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45586,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45586,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45586,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,,,,,,44056,#VALOR!,DESCALIBRADO,,CMASM,"RETIRADO NO DIA DA COLETA 
MQT LOTE 02",,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45586,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",,,,,,,,,,,6,POL,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45586,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,TERMÔMETRO,,"TERMÔMETRO, (32-212 F)",,,,,,,,,,,100,°C,,,,,,,,,,,,9,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,TERMÔMETRO,,"TERMÔMETRO, (0-200 F)",,,,,,,,,,,100,°C,,,,,,,,,,,,9,MK-48,,,,,,,,,,,,,,,,,,,,,,23/08/24,16/09/24,,30/10/24,,,45587,#VALOR!,DESCALIBRADO,falta certificado ,CMASM,MSMI LOTE 01,,"84,33",,,EMPRESA MV
MEC,TORQUÍMETRO ,SNAP-ON,4D,,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,217054/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213935/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 IN LB 1/4 SQ DR",,,,,,,,,,,6,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 175-0-175 FT LB 1/2 SQ DR TE175",,,,,,,,,,,15,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,NAO CALIBRAR EM 2024,CMASM,NAO CALIBRAR EM 2024,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",,,,,,,,,,,140,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 3/8 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,295877/24 ,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213891/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 60-0-60 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45529,#VALOR!,DESCALIBRADO,215105/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,TORQUE DRIVER 24-0-24 IN LB,,,,,,,,,,,3,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45498,#VALOR!,DESCALIBRADO,218991/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",,,,,,,,,,,2,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,214923/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",,,,,,,,,,,2,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213777/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",,,,,,,,,,,70,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",,,,,,,,,,,2,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,24/09/24,24/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213950/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,44460,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44873,#VALOR!,DESCALIBRADO,NAO CALIBRAR EM 2024,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,15,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",,,,,,,,,,,150,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",,,,,,,,,,,140,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,214007/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,44881,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,18,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 8 IN LB",,,,,,,,,,,1,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45498,#VALOR!,DESCALIBRADO,215017/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,15,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/34,,,44873,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,15,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213753/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, ROTARY TORQUE DRIVER 12-0-12 IN LB",,,,,,,,,,,2,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,216994/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 IN LB 1/4 SQ DR",,,,,,,,,,,6,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,215149/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 1/4 HEX",,,,,,,,,,,10,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,217108/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 250 IN LB",,,,,,,,,,,30,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213814/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,214017/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 30 IN LB 1/4 SQ DR",,,,,,,,,,,3,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 7-25 FT LB 3/16 HEX",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
